defendant_id,age,sex,race,prior_offenses,offense_severity,employment_status,education,marital_status,substance_abuse,mental_health,neighborhood_crime_rate,bail_amount,time_served_months,recidivism_risk,low_risk_approved
300262,46,Female,White,12,Misdemeanor,Unemployed,High_School,Single,No,No,80.8,4743,18,High,Yes
300263,34,Female,Black,11,Misdemeanor,Employed,Some_College,Single,Yes,No,6.1,5858,16,High,No
300264,31,Male,White,0,Felony_Low,Employed,Bachelors,Single,Yes,No,63.4,2773,42,High,No
300265,41,Female,White,5,Misdemeanor,Unemployed,Some_College,Married,No,No,46,500,46,High,No
300266,67,Male,White,8,Felony_Mid,Unemployed,Bachelors,Married,Yes,No,22.9,3173,19,High,No
300267,35,Female,Hispanic,10,Felony_High,Unemployed,High_School,Divorced,No,No,52.8,500,60,High,No
300268,27,Male,White,11,Felony_High,Unemployed,Some_College,Widowed,No,No,81.8,4396,15,High,No
300269,66,Male,Hispanic,0,Felony_Low,Unemployed,No_HS,Widowed,No,No,55.1,6012,20,High,No
300270,22,Male,White,10,Felony_Low,Unemployed,No_HS,Divorced,No,No,9,7618,24,High,No
300271,66,Female,Asian,3,Felony_Low,Employed,Bachelors,Widowed,No,No,73,8953,33,High,No
300272,40,Female,White,0,Felony_Mid,Part-time,No_HS,Widowed,No,No,45,4183,44,Low,Yes
300273,29,Female,Hispanic,5,Felony_High,Part-time,Bachelors,Widowed,No,Yes,111.2,3114,37,High,No
300274,46,Female,White,11,Felony_Low,Employed,Some_College,Widowed,No,Yes,15,500,3,High,No
300275,49,Female,White,7,Felony_Low,Unemployed,High_School,Divorced,Yes,Yes,15.4,5789,19,High,No
300276,24,Male,White,1,Felony_Low,Self-employed,Graduate,Widowed,No,No,36.5,3981,45,Low,No
300277,44,Female,Hispanic,11,Misdemeanor,Employed,High_School,Widowed,No,No,64.8,3089,22,High,No
300278,25,Female,Other,5,Felony_Low,Part-time,Some_College,Divorced,Yes,No,33.8,1569,19,High,No
300279,55,Male,White,3,Felony_Low,Employed,High_School,Single,No,No,65,3886,32,High,No
300280,38,Female,White,1,Felony_High,Employed,High_School,Married,Yes,No,50.3,13300,54,Low,No
300281,43,Male,Hispanic,4,Misdemeanor,Part-time,High_School,Married,No,Yes,84.1,9417,49,High,No
300282,19,Male,Hispanic,5,Felony_Low,Part-time,Bachelors,Divorced,Yes,No,34.2,4885,57,High,No
300283,41,Female,Black,8,Misdemeanor,Unemployed,No_HS,Divorced,Yes,Yes,27.5,500,4,High,No
300284,36,Female,White,10,Misdemeanor,Self-employed,Graduate,Married,Yes,No,36.2,3785,26,High,No
300285,48,Female,Black,12,Misdemeanor,Employed,Some_College,Divorced,No,Yes,65,7740,13,High,No
300286,27,Female,White,6,Felony_High,Unemployed,Graduate,Divorced,No,No,31.4,6031,14,High,No
300287,32,Female,Hispanic,11,Misdemeanor,Employed,High_School,Widowed,No,No,68.5,3174,50,High,No
300288,68,Female,Black,11,Felony_High,Unemployed,Bachelors,Widowed,Yes,No,73.7,6675,24,High,No
300289,45,Male,Hispanic,8,Misdemeanor,Part-time,Some_College,Married,No,No,35.9,4140,4,Medium,Yes
300290,39,Male,Hispanic,0,Misdemeanor,Employed,High_School,Widowed,No,Yes,42.7,500,33,High,No
300291,27,Male,White,2,Misdemeanor,Employed,High_School,Single,No,No,75.9,2998,23,Low,Yes
300292,52,Female,White,11,Felony_Mid,Part-time,Bachelors,Widowed,Yes,Yes,69,12845,22,High,No
300293,59,Male,Hispanic,8,Felony_Mid,Employed,Graduate,Widowed,Yes,Yes,100.7,3618,31,High,No
300294,47,Male,Black,0,Felony_Low,Employed,Bachelors,Divorced,No,No,44,3898,35,High,No
300295,58,Male,White,10,Felony_Low,Unemployed,No_HS,Married,No,Yes,54.7,2218,18,High,No
300296,48,Male,Other,11,Misdemeanor,Employed,Bachelors,Married,No,Yes,0,9048,40,High,No
300297,33,Female,Asian,3,Felony_Mid,Part-time,High_School,Single,No,No,60.5,7615,31,Low,Yes
300298,18,Male,Black,4,Felony_Low,Unemployed,High_School,Widowed,No,No,51.5,7849,4,High,No
300299,57,Male,Black,0,Misdemeanor,Employed,High_School,Divorced,No,No,19.8,2379,48,High,No
300300,51,Male,White,6,Felony_High,Employed,Bachelors,Married,No,No,49.3,6625,41,High,No
300301,38,Male,Black,3,Felony_High,Unemployed,No_HS,Single,No,No,40.5,590,51,High,No
300302,22,Male,Black,7,Felony_High,Unemployed,High_School,Widowed,Yes,No,51.6,4311,55,High,No
300303,50,Female,Black,2,Misdemeanor,Self-employed,Bachelors,Married,No,No,51.4,16525,22,High,No
300304,33,Female,Hispanic,11,Felony_Low,Employed,Some_College,Single,Yes,No,43.5,7987,36,High,No
300305,51,Female,White,0,Felony_High,Self-employed,Some_College,Widowed,Yes,No,50.8,6470,47,High,Yes
300306,58,Male,White,6,Misdemeanor,Unemployed,Graduate,Widowed,No,No,41.4,500,31,High,No
300307,63,Male,Black,5,Felony_Mid,Unemployed,Some_College,Married,No,No,20.1,2436,2,High,No
300308,43,Male,White,4,Felony_Low,Employed,Bachelors,Widowed,No,No,23,8087,26,High,No
300309,60,Male,White,5,Felony_Mid,Part-time,Graduate,Widowed,Yes,No,57.5,500,6,High,No
300310,64,Male,White,11,Felony_Mid,Part-time,Graduate,Divorced,No,Yes,44.6,770,55,Medium,No
300311,54,Male,White,7,Misdemeanor,Unemployed,Some_College,Married,Yes,Yes,62.9,3659,1,High,No
300312,43,Male,White,11,Felony_Low,Employed,Some_College,Married,No,No,60.4,16985,15,High,No
300313,69,Female,Hispanic,9,Misdemeanor,Part-time,Graduate,Widowed,No,Yes,14.3,7445,11,High,No
300314,59,Male,Black,1,Felony_Low,Part-time,No_HS,Widowed,No,No,22,5059,43,High,No
300315,54,Female,Black,5,Misdemeanor,Self-employed,High_School,Married,Yes,No,88.4,7240,53,High,No
300316,46,Female,Black,1,Misdemeanor,Employed,Bachelors,Married,No,No,111.3,6664,41,High,No
300317,54,Male,Black,1,Misdemeanor,Employed,No_HS,Single,No,No,69.6,4103,5,Low,No
300318,40,Female,White,2,Felony_Mid,Part-time,No_HS,Widowed,No,No,56.3,3693,41,High,No
300319,37,Male,White,6,Felony_Low,Self-employed,Bachelors,Widowed,No,Yes,52.4,6170,31,Medium,No
300320,35,Male,Asian,8,Felony_Low,Self-employed,Graduate,Divorced,Yes,No,35.6,9362,0,High,No
300321,28,Male,Hispanic,12,Misdemeanor,Self-employed,High_School,Single,No,No,18.8,500,16,High,No
300322,47,Male,White,8,Felony_Mid,Self-employed,Graduate,Single,Yes,No,85.2,12711,3,High,No
300323,19,Male,Asian,3,Felony_Mid,Employed,High_School,Widowed,Yes,No,38.7,5818,59,High,No
300324,38,Female,Hispanic,12,Misdemeanor,Self-employed,No_HS,Widowed,No,Yes,35.1,6471,59,High,No
300325,43,Female,Black,8,Felony_Mid,Employed,High_School,Married,No,No,68.2,2420,0,High,No
300326,64,Male,White,9,Felony_Mid,Employed,Graduate,Married,Yes,No,62,4125,58,Medium,No
300327,34,Female,Hispanic,6,Misdemeanor,Employed,Some_College,Widowed,No,No,32.7,3054,39,High,No
300328,47,Female,White,10,Misdemeanor,Unemployed,No_HS,Single,No,No,33.4,14550,21,High,No
300329,37,Female,White,12,Felony_Mid,Employed,High_School,Divorced,No,No,124.9,8282,36,Medium,No
300330,20,Male,White,4,Misdemeanor,Unemployed,High_School,Widowed,No,No,56.5,7207,58,High,No
300331,70,Male,White,4,Misdemeanor,Unemployed,Some_College,Single,Yes,No,41.9,6662,45,High,Yes
300332,42,Male,White,0,Felony_Mid,Self-employed,No_HS,Divorced,No,No,59.7,4980,16,Medium,Yes
300333,54,Male,White,5,Felony_High,Part-time,Bachelors,Divorced,Yes,No,78.4,4868,59,High,No
300334,39,Male,Hispanic,10,Felony_Mid,Employed,No_HS,Married,No,No,85.5,5180,42,High,No
300335,58,Male,Hispanic,10,Felony_Low,Employed,Bachelors,Married,No,No,52.4,8340,52,High,No
300336,51,Female,Hispanic,10,Felony_Mid,Unemployed,Bachelors,Single,No,No,37.2,7522,3,Low,Yes
300337,53,Male,Black,8,Felony_High,Unemployed,No_HS,Single,No,No,38.3,4783,1,High,No
300338,51,Male,Asian,3,Misdemeanor,Self-employed,Some_College,Divorced,No,No,62.3,6808,36,Medium,No
300339,62,Female,Other,5,Felony_Low,Employed,No_HS,Married,Yes,Yes,69.7,5092,51,High,No
300340,41,Male,Black,10,Misdemeanor,Employed,No_HS,Single,No,No,58.4,6528,58,High,No
300341,20,Female,Hispanic,3,Felony_Mid,Employed,Some_College,Single,No,No,49.5,3250,20,Medium,No
300342,42,Male,Black,0,Felony_High,Employed,Bachelors,Divorced,No,No,61.4,3157,9,High,No
300343,55,Male,Black,6,Felony_Low,Employed,No_HS,Married,No,No,97.8,2035,35,High,No
300344,28,Male,White,9,Misdemeanor,Unemployed,High_School,Married,Yes,No,37.5,9852,47,High,No
300345,20,Male,Hispanic,1,Felony_Low,Part-time,Bachelors,Widowed,No,No,36.8,9331,2,Medium,No
300346,40,Female,White,3,Felony_Low,Employed,No_HS,Married,No,No,11,500,7,Low,Yes
300347,66,Male,Hispanic,0,Felony_Low,Self-employed,High_School,Divorced,No,No,25.4,771,36,High,No
300348,44,Male,Black,11,Felony_High,Self-employed,Some_College,Widowed,No,No,91,500,48,High,No
300349,55,Male,Black,6,Misdemeanor,Unemployed,Bachelors,Married,No,No,6,8991,33,High,No
300350,23,Male,White,11,Felony_Low,Employed,High_School,Married,Yes,No,4.3,4975,24,High,No
300351,28,Male,Black,10,Misdemeanor,Unemployed,High_School,Widowed,No,No,97.8,7668,20,High,No
300352,56,Female,White,6,Felony_High,Employed,Graduate,Widowed,No,Yes,49.3,4155,23,High,No
300353,20,Male,White,5,Felony_High,Unemployed,No_HS,Single,No,Yes,31,5996,21,High,No
300354,57,Male,White,12,Felony_Mid,Employed,High_School,Divorced,Yes,No,73.9,500,3,High,No
300355,48,Male,Asian,7,Misdemeanor,Unemployed,Some_College,Divorced,Yes,Yes,19.3,11405,46,High,No
300356,39,Male,White,9,Felony_Low,Employed,Some_College,Divorced,No,Yes,30.4,6382,41,Medium,No
300357,48,Male,White,10,Felony_High,Self-employed,Bachelors,Married,No,Yes,16.2,7132,5,High,No
300358,42,Male,Black,11,Misdemeanor,Employed,High_School,Married,No,Yes,66.1,500,17,High,No
300359,29,Male,Asian,11,Felony_Low,Employed,High_School,Married,No,No,64.4,5028,41,High,No
300360,62,Male,Black,10,Misdemeanor,Employed,High_School,Single,No,No,28.1,4137,36,High,No
300361,43,Male,Black,6,Felony_Low,Part-time,High_School,Widowed,No,No,37.2,500,5,High,No
300362,41,Male,Asian,7,Misdemeanor,Self-employed,Some_College,Single,No,No,76.7,5456,42,High,No
300363,28,Male,Black,7,Misdemeanor,Self-employed,High_School,Divorced,Yes,No,62.6,1617,38,High,No
300364,59,Female,Black,12,Felony_Mid,Unemployed,Some_College,Widowed,No,Yes,61.4,4140,50,High,No
300365,49,Male,Black,11,Misdemeanor,Self-employed,Some_College,Single,No,No,20,8841,51,Medium,No
300366,25,Female,White,1,Felony_Low,Unemployed,High_School,Widowed,No,No,30.1,5675,1,High,No
300367,52,Male,White,10,Felony_High,Employed,Some_College,Widowed,No,No,63.2,8469,42,High,No
300368,60,Female,Asian,9,Misdemeanor,Unemployed,No_HS,Married,No,No,85.8,8638,6,Medium,No
300369,35,Male,Black,10,Felony_Mid,Employed,High_School,Single,No,No,12.9,500,10,High,No
300370,49,Male,Black,5,Felony_High,Employed,Some_College,Single,No,No,28.1,7943,34,High,No
300371,42,Male,Other,2,Misdemeanor,Employed,High_School,Married,Yes,No,30.1,3616,45,Medium,No
300372,34,Male,Black,3,Misdemeanor,Self-employed,High_School,Divorced,Yes,Yes,12,631,52,High,No
300373,62,Male,Black,11,Misdemeanor,Employed,High_School,Married,Yes,No,17.6,10053,51,High,No
300374,65,Male,White,2,Felony_Low,Employed,Bachelors,Single,No,No,44.6,7465,44,Medium,No
300375,47,Male,Black,0,Misdemeanor,Employed,Bachelors,Divorced,No,Yes,28.4,4051,19,High,No
300376,69,Male,White,0,Misdemeanor,Unemployed,High_School,Married,No,No,16.7,1715,18,Medium,Yes
300377,61,Male,White,2,Misdemeanor,Unemployed,Graduate,Single,No,Yes,12.1,13834,48,High,No
300378,18,Male,White,5,Felony_Low,Unemployed,High_School,Single,Yes,No,35.1,7803,57,High,No
300379,61,Male,White,9,Misdemeanor,Employed,Bachelors,Divorced,Yes,No,24.4,2289,2,Medium,No
300380,66,Male,Hispanic,5,Misdemeanor,Unemployed,Some_College,Widowed,No,Yes,95.5,2469,16,High,No
300381,46,Male,Black,1,Felony_Low,Unemployed,Bachelors,Married,No,No,61.4,500,37,High,No
300382,39,Male,White,8,Felony_Low,Part-time,Bachelors,Divorced,No,No,52.2,724,59,Medium,No
300383,19,Female,Asian,8,Felony_Mid,Employed,Some_College,Divorced,Yes,No,54.1,500,39,High,No
300384,41,Male,White,3,Felony_High,Employed,Graduate,Married,No,No,4.1,10773,17,High,No
300385,63,Male,White,5,Felony_Low,Unemployed,No_HS,Widowed,Yes,No,65,6305,11,High,Yes
300386,43,Female,Black,2,Misdemeanor,Part-time,High_School,Married,No,No,18.9,5949,46,Medium,No
300387,50,Male,White,0,Misdemeanor,Unemployed,Bachelors,Single,Yes,No,29.6,4564,17,High,No
300388,52,Male,White,10,Misdemeanor,Employed,Bachelors,Widowed,No,No,17.7,846,5,High,Yes
300389,33,Male,Black,0,Misdemeanor,Employed,High_School,Single,Yes,No,46.6,11592,36,High,No
300390,23,Male,Asian,11,Felony_Mid,Employed,High_School,Divorced,No,No,32.1,1064,0,High,No
300391,48,Male,Black,2,Felony_Mid,Employed,Bachelors,Divorced,Yes,No,14.4,500,27,High,No
300392,43,Female,Black,8,Misdemeanor,Employed,High_School,Married,No,No,72.3,4397,25,High,No
300393,52,Female,Black,9,Felony_High,Employed,Some_College,Married,No,No,72.2,3552,5,High,No
300394,18,Male,White,9,Misdemeanor,Unemployed,Some_College,Married,No,No,31.1,8215,29,High,No
300395,27,Male,Asian,1,Felony_Mid,Employed,Some_College,Married,No,No,89.7,4080,6,High,No
300396,38,Female,White,4,Misdemeanor,Part-time,Some_College,Widowed,No,No,89,3909,24,Medium,Yes
300397,51,Female,White,7,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,43.2,5564,1,High,No
300398,52,Female,Hispanic,5,Felony_Low,Employed,High_School,Widowed,No,Yes,28.9,500,40,High,No
300399,19,Male,Black,10,Felony_High,Employed,Some_College,Widowed,Yes,No,44.1,500,38,High,No
300400,42,Male,Black,7,Felony_Low,Employed,Some_College,Widowed,No,No,61.9,5459,52,High,No
300401,61,Female,White,3,Misdemeanor,Part-time,Graduate,Single,No,No,30.6,2720,16,Medium,Yes
300402,24,Male,Hispanic,11,Misdemeanor,Employed,Graduate,Divorced,No,Yes,92.4,7038,47,High,Yes
300403,55,Male,Hispanic,7,Felony_Low,Unemployed,Bachelors,Single,No,No,17.8,9582,48,High,No
300404,52,Male,White,3,Felony_Mid,Unemployed,Bachelors,Divorced,No,No,6.9,9115,15,High,No
300405,46,Male,White,4,Felony_High,Unemployed,No_HS,Married,Yes,No,72,500,7,High,No
300406,44,Male,White,10,Misdemeanor,Employed,Some_College,Single,No,No,48.9,4828,16,Medium,Yes
300407,56,Female,Hispanic,0,Misdemeanor,Unemployed,Graduate,Divorced,No,No,61.5,7337,52,Medium,No
300408,60,Female,Black,12,Felony_Low,Unemployed,No_HS,Single,Yes,No,43,2322,11,High,No
300409,36,Male,White,10,Felony_High,Unemployed,High_School,Married,No,No,43.4,6915,37,High,No
300410,39,Female,White,10,Felony_Low,Employed,No_HS,Divorced,No,No,28.7,3136,30,High,No
300411,33,Male,White,0,Felony_High,Employed,Some_College,Divorced,Yes,No,23.6,11428,1,High,No
300412,58,Male,Hispanic,6,Felony_High,Unemployed,High_School,Single,No,No,0,2430,36,High,No
300413,49,Male,White,4,Felony_Low,Unemployed,Bachelors,Married,No,No,51.9,10602,35,Medium,No
300414,29,Male,White,9,Felony_Low,Part-time,Graduate,Married,Yes,Yes,95,5170,16,High,No
300415,34,Female,Asian,12,Misdemeanor,Unemployed,Bachelors,Single,No,No,45.7,3944,38,Low,No
300416,51,Male,Hispanic,11,Felony_Low,Part-time,Bachelors,Single,No,No,37.2,5345,60,High,No
300417,51,Male,White,11,Misdemeanor,Part-time,Some_College,Single,Yes,No,26.7,5481,3,High,No
300418,36,Male,Hispanic,2,Felony_Low,Unemployed,Some_College,Divorced,No,Yes,70.5,4062,10,High,No
300419,45,Male,Black,5,Felony_Low,Employed,No_HS,Divorced,No,Yes,75.8,500,23,High,No
300420,44,Female,Black,0,Felony_Mid,Employed,Some_College,Single,No,Yes,44.7,3114,16,High,No
300421,24,Male,Hispanic,12,Felony_Low,Employed,Bachelors,Married,No,No,90,3176,26,High,No
300422,25,Male,Black,4,Misdemeanor,Unemployed,Some_College,Widowed,No,Yes,55,7841,59,High,No
300423,51,Male,White,10,Felony_High,Employed,High_School,Divorced,No,No,62.7,8404,60,High,No
300424,24,Female,Black,7,Felony_Mid,Employed,Some_College,Single,No,No,63.8,6903,12,Medium,No
300425,57,Male,Black,10,Misdemeanor,Employed,Bachelors,Married,No,No,70.1,2080,24,High,No
300426,70,Male,White,1,Misdemeanor,Part-time,Bachelors,Married,Yes,No,17.2,4437,9,High,No
300427,34,Male,Other,3,Felony_High,Part-time,Some_College,Single,No,Yes,56.8,6550,5,High,No
300428,47,Male,Other,1,Misdemeanor,Employed,Some_College,Single,No,No,81.6,4619,6,High,No
300429,18,Male,White,3,Misdemeanor,Employed,Some_College,Married,No,No,65.5,1400,18,High,Yes
300430,26,Male,Black,8,Misdemeanor,Employed,Bachelors,Married,Yes,Yes,79.4,9620,15,High,No
300431,40,Male,White,11,Felony_Low,Employed,Some_College,Married,Yes,Yes,57.8,5979,30,High,No
300432,21,Male,White,0,Misdemeanor,Employed,High_School,Widowed,No,No,73.1,8504,56,High,No
300433,62,Male,Black,4,Felony_High,Self-employed,Some_College,Widowed,No,No,91.8,500,46,High,No
300434,52,Female,Black,8,Felony_Mid,Employed,Some_College,Divorced,Yes,No,27.7,3020,55,High,No
300435,50,Female,White,8,Felony_Low,Unemployed,Graduate,Married,No,No,68.1,1520,49,Medium,Yes
300436,37,Male,Black,5,Felony_Low,Part-time,Bachelors,Divorced,No,No,58.7,1710,40,High,No
300437,27,Male,Black,9,Felony_Low,Unemployed,No_HS,Divorced,No,No,75.5,7383,37,High,No
300438,19,Female,White,2,Felony_High,Employed,Bachelors,Divorced,Yes,No,36.2,9383,35,High,No
300439,64,Male,Hispanic,4,Felony_Mid,Employed,Some_College,Married,No,Yes,44.6,8877,49,High,No
300440,58,Female,White,5,Felony_Mid,Employed,High_School,Divorced,Yes,No,50,4969,53,Medium,Yes
300441,44,Male,White,4,Misdemeanor,Employed,Some_College,Widowed,No,No,52.4,5942,20,High,No
300442,18,Male,White,2,Felony_High,Self-employed,No_HS,Single,Yes,No,56.3,9662,15,High,No
300443,56,Male,White,10,Misdemeanor,Employed,Some_College,Married,Yes,No,27.3,7714,49,High,No
300444,59,Male,White,7,Felony_Mid,Unemployed,Some_College,Divorced,No,No,69,13583,54,High,Yes
300445,65,Male,Black,4,Misdemeanor,Employed,High_School,Divorced,No,No,50.5,12185,50,High,No
300446,51,Male,Black,2,Misdemeanor,Unemployed,Some_College,Divorced,No,No,0,4995,21,High,No
300447,53,Male,White,1,Felony_High,Part-time,Some_College,Widowed,No,Yes,37.2,7052,18,High,No
300448,49,Female,White,9,Felony_High,Employed,Graduate,Married,No,No,46.3,500,29,High,No
300449,22,Male,Black,8,Felony_Low,Unemployed,High_School,Widowed,No,No,73.2,7280,28,High,No
300450,45,Male,White,2,Felony_Mid,Employed,Some_College,Single,No,No,31,605,42,Medium,Yes
300451,47,Male,Black,9,Felony_High,Employed,Graduate,Widowed,Yes,No,13.6,2066,47,High,No
300452,32,Male,White,7,Misdemeanor,Employed,Some_College,Single,No,No,49,3464,1,High,No
300453,43,Female,Hispanic,6,Felony_Mid,Part-time,Some_College,Married,No,No,45.8,699,59,High,No
300454,57,Male,White,6,Felony_High,Employed,High_School,Divorced,No,No,97.7,500,59,Medium,No
300455,28,Male,Hispanic,1,Felony_High,Part-time,Some_College,Single,No,No,35.9,500,22,High,Yes
300456,20,Male,Black,11,Misdemeanor,Employed,Bachelors,Widowed,Yes,Yes,92,899,19,High,No
300457,26,Female,Black,2,Felony_Low,Employed,High_School,Divorced,No,No,53.6,8392,31,High,No
300458,32,Male,White,0,Felony_Mid,Unemployed,High_School,Divorced,No,Yes,38.3,11478,50,Medium,No
300459,38,Male,Black,2,Misdemeanor,Self-employed,Some_College,Married,Yes,No,70.5,1909,21,High,No
300460,48,Female,White,4,Felony_Low,Self-employed,Graduate,Divorced,No,No,37.2,2673,45,High,Yes
300461,45,Male,Black,4,Felony_Low,Employed,Some_College,Divorced,No,No,104.1,7753,0,High,No
300462,33,Male,White,4,Felony_Low,Unemployed,No_HS,Single,No,Yes,21.4,5917,43,High,No
300463,23,Male,Hispanic,5,Misdemeanor,Employed,Some_College,Divorced,No,Yes,23,5106,45,High,No
300464,45,Male,Black,11,Felony_Low,Unemployed,Graduate,Divorced,No,No,64.1,4015,46,High,Yes
300465,49,Male,Black,4,Misdemeanor,Self-employed,No_HS,Widowed,No,No,47.5,9786,47,High,No
300466,41,Male,Hispanic,5,Misdemeanor,Unemployed,High_School,Widowed,No,Yes,55.8,8185,44,High,No
300467,44,Male,Other,8,Felony_Low,Unemployed,Bachelors,Single,Yes,Yes,53,1693,34,High,Yes
300468,24,Female,White,5,Misdemeanor,Unemployed,Graduate,Divorced,No,No,64.9,5092,4,High,Yes
300469,68,Male,Hispanic,5,Misdemeanor,Unemployed,Some_College,Single,Yes,No,28.1,10730,35,High,No
300470,25,Male,White,0,Felony_Low,Employed,High_School,Single,No,No,49.5,500,47,Medium,No
300471,31,Male,White,6,Misdemeanor,Employed,Bachelors,Widowed,No,No,21.7,1302,17,High,No
300472,48,Male,White,11,Misdemeanor,Self-employed,Some_College,Widowed,Yes,No,0,1977,20,High,No
300473,28,Male,Black,0,Misdemeanor,Employed,High_School,Widowed,No,Yes,45.6,3030,52,High,No
300474,61,Male,Hispanic,12,Felony_Low,Self-employed,High_School,Married,Yes,Yes,75.1,1414,54,High,No
300475,48,Male,Black,6,Felony_Low,Employed,Some_College,Married,No,No,57.3,4222,22,High,No
300476,68,Female,Black,2,Felony_High,Part-time,Graduate,Widowed,Yes,No,53.7,7721,14,High,No
300477,29,Female,White,11,Felony_Low,Employed,High_School,Divorced,Yes,No,45.3,6008,55,High,No
300478,46,Male,White,6,Misdemeanor,Employed,High_School,Married,No,No,62.1,6055,6,High,Yes
300479,58,Male,Black,5,Felony_Low,Employed,No_HS,Widowed,No,No,42.2,1743,2,High,No
300480,24,Male,Hispanic,11,Misdemeanor,Employed,No_HS,Single,No,Yes,18.4,7102,57,High,No
300481,24,Female,Black,4,Felony_High,Unemployed,Some_College,Married,No,No,22.5,500,42,High,No
300482,21,Male,White,3,Misdemeanor,Employed,High_School,Single,Yes,Yes,58.3,7787,25,High,No
300483,40,Female,White,8,Felony_Low,Employed,High_School,Single,Yes,No,37.4,2021,13,High,No
300484,30,Male,Black,5,Misdemeanor,Unemployed,Some_College,Divorced,No,No,53.9,7298,11,High,No
300485,30,Female,Hispanic,10,Misdemeanor,Unemployed,Some_College,Widowed,No,No,28.5,3536,51,High,No
